Q, E
-5.0, 2.047842206770725
-3.9996665555185063, 2.046735653057303
-2.9993331110370125, 2.045372606519026
-1.9989996665555185, 2.043693812525551
-0.9986662220740247, 2.041626431021924
0.0016672224074691564, 2.039080975800284
1.002000666888963, 2.035947592623015
2.0023341113704567, 2.03209154859394
3.0026675558519504, 2.027347789038619
4.003001000333445, 2.0215144052850635
5.003334444814938, 2.014344851531742
6.003667889296432, 2.0055387587612836
7.004001333777926, 1.9947312302847133
8.00433477825942, 1.9814805859794569
9.004668222740914, 1.9652546806455948
10.005001667222407, 1.9454162032118458
11.005335111703902, 1.9212078410449234
12.005668556185395, 1.89173898084216
13.00600200066689, 1.8559768896060311
14.006335445148382, 1.81274734529141
15.006668889629877, 1.7607528800052674
16.00700233411137, 1.6986217916827593
17.007335778592864, 1.6250088399941207
18.00766922307436, 1.5387805453572088
19.008002667555854, 1.4393365084562604
20.008336112037345, 1.3271465939707423
21.00866955651884, 1.2046274040416955
22.009003001000334, 1.0775481623640757
23.00933644548183, 0.9572580477548731
23.8596198732911, 0.8752449193446993
23.876292097365788, 0.8739532495078134
23.89296432144048, 0.8726767593852938
23.909636545515173, 0.8714156395549773
23.926308769589863, 0.8701700822216124
23.942980993664555, 0.8689402812292599
23.959653217739245, 0.8677264320737849
23.976325441813938, 0.8665287319154373
23.99299766588863, 0.8653473795915279
24.00966988996332, 0.8641825756291923
24.026342114038012, 0.8630345222582498
24.043014338112705, 0.8619034234241573
24.059686562187395, 0.8607894848010538
24.076358786262087, 0.8596929138049029
24.09303101033678, 0.8586139196067295
24.10970323441147, 0.8575527131459534
24.126375458486162, 0.8565095071438181
24.143047682560855, 0.8554845161169201
24.159719906635544, 0.854477956390834
24.176392130710237, 0.853490046113837
24.19306435478493, 0.852521005270735
24.20973657885962, 0.8515710556967866
24.226408802934312, 0.8506404210917297
24.243081027009, 0.8497293270339096
24.259753251083694, 0.8488380009945098
24.276425475158387, 0.8479666723518858
24.293097699233076, 0.8471155724060039
24.30976992330777, 0.8462849343929822
24.326442147382462, 0.8454749934997414
24.34311437145715, 0.8446859868787575
24.359786595531844, 0.8439181536629244
24.376458819606537, 0.8431717349805233
24.393131043681226, 0.8424469739703008
24.40980326775592, 0.8417441157966556
24.42647549183061, 0.8410634076649375
24.4431477159053, 0.8404050988368544
24.459819939979994, 0.8397694406459929
24.476492164054687, 0.8391566865134513
24.493164388129376, 0.8385670919635851
24.50983661220407, 0.8380009146398669
24.526508836278758, 0.8374584143208619
24.54318106035345, 0.8369398529363172
24.559853284428144, 0.836445494583371
24.576525508502833, 0.8359756055428753
24.593197732577526, 0.8355304542958395
24.60986995665222, 0.835110311539992
24.626542180726908, 0.8347154502064622
24.6432144048016, 0.8343461454765823
24.659886628876293, 0.834002674798812
24.676558852950983, 0.8336853179057848
24.693231077025676, 0.8333943568314777
24.70990330110037, 0.8331300759285054
24.726575525175058, 0.8328927618855397
24.74324774924975, 0.8326827037448544
24.75991997332444, 0.8325001929199973
24.776592197399133, 0.8323455232135905
24.793264421473825, 0.8322189908352583
24.809936645548515, 0.8321208944196862
24.826608869623207, 0.8320515350448087
24.8432810936979, 0.8320112162501302
24.85995331777259, 0.8320001612489789
24.876625541847282, 0.832012461692408
24.893297765921975, 0.832044337836707
24.909969989996664, 0.8320957896818758
24.926642214071357, 0.8321668172279146
24.94331443814605, 0.8322574204748233
24.95998666222074, 0.8323675994226019
24.976658886295432, 0.8324973540712504
24.993331110370125, 0.8326466844207688
25.010003334444814, 0.8328155904711572
25.026675558519507, 0.8330040722224155
25.043347782594196, 0.8332121296745435
25.06002000666889, 0.8334397628275416
25.076692230743582, 0.8336869716814096
25.09336445481827, 0.8339537562361474
25.110036678892964, 0.8342401164917552
25.126708902967657, 0.8345460524482329
25.143381127042346, 0.8348715641055805
25.16005335111704, 0.835216651463798
25.176725575191732, 0.8355813145228854
25.19339779926642, 0.8359655532828427
25.210070023341114, 0.83636936774367
25.226742247415807, 0.8367927579053672
25.243414471490496, 0.8372357237679342
25.26008669556519, 0.8376982653313712
25.27675891963988, 0.8381803825956781
25.29343114371457, 0.8386820755608547
25.310103367789264, 0.8392033442269015
25.326775591863953, 0.839744188593818
25.343447815938646, 0.8403046086616045
25.36012004001334, 0.840884604430261
25.376792264088028, 0.8414841758997872
25.39346448816272, 0.8421033230701835
25.410136712237414, 0.8427420459414497
25.426808936312103, 0.8434003445135857
25.443481160386796, 0.8440782187865916
25.46015338446149, 0.8447756687604676
25.476825608536178, 0.8454926944352132
25.49349783261087, 0.846229295810829
25.510170056685563, 0.8469854728873146
25.526842280760253, 0.84776122566467
25.543514504834945, 0.8485565541428954
25.56018672890964, 0.8493714583219908
25.576858952984328, 0.850205938201956
25.59353117705902, 0.8510599937827912
25.61020340113371, 0.8519336250644961
25.626875625208402, 0.8528268320470711
25.643547849283095, 0.853739614730516
25.660220073357785, 0.8546719731148307
25.676892297432477, 0.8556239072000154
25.69356452150717, 0.85659541698607
25.71023674558186, 0.8575865024729944
25.726908969656552, 0.8585971636607889
25.743581193731245, 0.8596274005494532
25.760253417805934, 0.8606772131389873
25.776925641880627, 0.8617466014293915
25.79359786595532, 0.8628355654206656
25.81027009003001, 0.8639441051128094
25.826942314104702, 0.8650722205058233
25.84361453817939, 0.8662199115997069
25.860286762254084, 0.8673871783944607
25.860286762254084, 0.8673871783944607
26.86062020673558, 0.9732467186716133
27.860953651217073, 1.1495787820804366
28.861287095698565, 1.39638336862093
29.86162054018006, 1.7136604782930944
30.861953984661554, 2.10141011109693
